## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE /data/delcorvo/analysis/liquid_biopsy_project/derived_data/qc/picard/plasma/E27.plasma.insert_size_histogram.pdf --INPUT /data/delcorvo/analysis/liquid_biopsy_project/derived_data/recal/E27-plasma.bam --OUTPUT /data/delcorvo/analysis/liquid_biopsy_project/derived_data/qc/picard/plasma/E27.plasma.insert_size_metrics.txt --DEVIATIONS 10.0 --MINIMUM_PCT 0.05 --METRIC_ACCUMULATION_LEVEL ALL_READS --INCLUDE_DUPLICATES false --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Nov 21 19:38:47 CET 2024

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
164	166	12	2	242919026	160.161421	24.498825	29684546	FR	5	9	13	19	25	33	45	61	99	205	409			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	5
3	7
4	6
5	7
6	8
7	12
8	10
9	7
10	3
11	8
12	8
13	8
14	10
15	9
16	2
17	3
18	2
19	9
20	6
21	10
22	4
23	5
24	10
25	6
26	8
27	19
28	20
29	69
30	526
31	573
32	632
33	768
34	782
35	922
36	1103
37	1329
38	1558
39	1712
40	1799
41	1772
42	1893
43	2030
44	2130
45	2351
46	2602
47	2976
48	3523
49	3987
50	4286
51	4386
52	4128
53	4247
54	4427
55	4677
56	4911
57	5700
58	6348
59	7299
60	7715
61	7896
62	7938
63	7814
64	8344
65	8265
66	8221
67	8369
68	9266
69	10429
70	10875
71	10579
72	10288
73	10329
74	11078
75	12676
76	12911
77	13289
78	14306
79	16621
80	17882
81	17387
82	15169
83	13707
84	13685
85	13332
86	13838
87	13835
88	14991
89	18056
90	21796
91	24670
92	24275
93	21358
94	18473
95	17202
96	17465
97	18127
98	20356
99	24070
100	27826
101	30794
102	30266
103	30219
104	29625
105	28312
106	28367
107	29600
108	32327
109	37254
110	45291
111	51707
112	53143
113	46955
114	44044
115	44842
116	47639
117	50159
118	54322
119	64046
120	80981
121	102279
122	115173
123	109611
124	89294
125	76111
126	75184
127	78950
128	85000
129	94329
130	110290
131	137980
132	178477
133	213397
134	221735
135	195873
136	174289
137	176920
138	200369
139	239600
140	283287
141	315837
142	326642
143	324488
144	325404
145	325681
146	318145
147	315480
148	323649
149	342663
150	365178
151	390831
152	412698
153	408602
154	394139
155	394249
156	411181
157	444291
158	487951
159	535387
160	571986
161	602256
162	639539
163	704437
164	794882
165	865793
166	872947
167	847477
168	803684
169	755731
170	699502
171	642724
172	597400
173	564587
174	536912
175	511767
176	480868
177	440250
178	396148
179	350391
180	311950
181	277272
182	248323
183	225475
184	206796
185	192933
186	180974
187	169577
188	157678
189	144904
190	131879
191	119291
192	107523
193	99105
194	90800
195	84766
196	79390
197	75270
198	70356
199	67158
200	62983
201	58649
202	54388
203	49639
204	45755
205	42485
206	39599
207	37676
208	35784
209	33249
210	31658
211	29529
212	27322
213	25247
214	23094
215	21388
216	19772
217	18437
218	17173
219	16096
220	15214
221	14023
222	12955
223	12216
224	11030
225	10184
226	9500
227	8608
228	8202
229	7749
230	7172
231	6705
232	6409
233	5878
234	5441
235	5183
236	4814
237	4483
238	4321
239	4002
240	3735
241	3647
242	3462
243	3204
244	3219
245	3038
246	3011
247	2673
248	2716
249	3002
250	2455
251	2246
252	2261
253	2198
254	2200
255	2065
256	2051
257	1906
258	1937
259	1949
260	2017
261	2137
262	2124
263	2288
264	2202
265	2240
266	2177
267	2253
268	2272
269	2397
270	2541
271	2741
272	2838
273	2988
274	3111
275	3254
276	3234
277	3415
278	3647
279	3851
280	4198
281	4499
282	4950
283	5087
284	5093

