## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE /data/delcorvo/analysis/liquid_biopsy_project/derived_data/qc/picard/plasma/H7.plasma.insert_size_histogram.pdf --INPUT /data/delcorvo/analysis/liquid_biopsy_project/derived_data/recal/H7-plasma.bam --OUTPUT /data/delcorvo/analysis/liquid_biopsy_project/derived_data/qc/picard/plasma/H7.plasma.insert_size_metrics.txt --DEVIATIONS 10.0 --MINIMUM_PCT 0.05 --METRIC_ACCUMULATION_LEVEL ALL_READS --INCLUDE_DUPLICATES false --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Nov 21 18:56:04 CET 2024

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
159	166	14	2	224815241	151.148687	33.050867	19533958	FR	7	13	17	23	29	37	47	63	113	197	289			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	4
3	3
4	2
5	2
6	2
7	6
8	3
10	3
11	3
12	1
13	1
14	3
15	5
16	1
17	4
18	1
19	2
20	4
21	1
22	1
23	1
24	4
25	20
26	26
27	52
28	202
29	1167
30	11942
31	12986
32	13637
33	14433
34	14819
35	15622
36	16355
37	17031
38	18535
39	19384
40	19472
41	19488
42	19386
43	19931
44	19972
45	20197
46	20127
47	20502
48	21819
49	23027
50	24155
51	24214
52	23855
53	24976
54	29140
55	29874
56	31164
57	31882
58	33435
59	33929
60	33729
61	33279
62	31665
63	30440
64	29881
65	28551
66	27142
67	26013
68	25297
69	25416
70	25695
71	24345
72	23419
73	23099
74	23023
75	22320
76	21319
77	21226
78	21659
79	22349
80	23107
81	22965
82	20138
83	18085
84	16799
85	15898
86	15500
87	14876
88	15157
89	16952
90	18600
91	20595
92	20295
93	17938
94	15683
95	14546
96	14838
97	14645
98	15488
99	17283
100	19776
101	21416
102	21485
103	21434
104	20465
105	19420
106	19526
107	20771
108	23651
109	27183
110	33620
111	40013
112	41266
113	37412
114	35250
115	36468
116	39198
117	40831
118	44620
119	52924
120	66891
121	88442
122	102842
123	99192
124	80896
125	69341
126	68428
127	74292
128	79506
129	88994
130	105504
131	130606
132	165358
133	197553
134	205082
135	178949
136	157322
137	156258
138	171327
139	200789
140	234382
141	263859
142	273010
143	271094
144	266607
145	260783
146	249178
147	238600
148	237089
149	243546
150	255103
151	271612
152	284173
153	284150
154	274750
155	274612
156	281929
157	296393
158	317402
159	340207
160	360818
161	377068
162	393849
163	419401
164	453003
165	476889
166	478425
167	464992
168	445709
169	422881
170	392322
171	363649
172	335925
173	315187
174	298413
175	281173
176	263610
177	242064
178	220522
179	198854
180	178268
181	160481
182	143949
183	129927
184	117973
185	109302
186	101418
187	93177
188	86251
189	78146
190	70845
191	63969
192	56873
193	51698
194	46761
195	42559
196	39374
197	36518
198	34575
199	32109
200	29559
201	27065
202	24728
203	22710
204	20655
205	18760
206	17379
207	16317
208	15106
209	13624
210	12715
211	11733
212	10788
213	9796
214	8748
215	7889
216	7151
217	6665
218	6053
219	5562
220	4982
221	4668
222	4209
223	3787
224	3359
225	3068
226	2900
227	2597
228	2358
229	2165
230	2055
231	1946
232	1659
233	1547
234	1429
235	1287
236	1141
237	1070
238	1027
239	884
240	909
241	830
242	827
243	745
244	691
245	688
246	600
247	608
248	535
249	577
250	631
251	580
252	586
253	593
254	576
255	563
256	545
257	504
258	446
259	396
260	506
261	585
262	652
263	664
264	661
265	722
266	594
267	624
268	635
269	689
270	751
271	907
272	958
273	1010
274	1093
275	1046
276	1048
277	1053
278	1058
279	1114
280	1266
281	1498
282	1533
283	1643
284	1651
285	1690
286	1694
287	1816
288	1933
289	2004
290	2107
291	2272
292	2300
293	2336
294	2461
295	2551
296	2589
297	2662
298	2749
299	2969

