## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE /data/delcorvo/analysis/liquid_biopsy_project/derived_data/qc/picard/tumor/H8.tumor.insert_size_histogram.pdf --INPUT /data/delcorvo/analysis/liquid_biopsy_project/derived_data/recal/H8-tumor.bam --OUTPUT /data/delcorvo/analysis/liquid_biopsy_project/derived_data/qc/picard/tumor/H8.tumor.insert_size_metrics.txt --DEVIATIONS 10.0 --MINIMUM_PCT 0.05 --METRIC_ACCUMULATION_LEVEL ALL_READS --INCLUDE_DUPLICATES false --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Nov 21 19:43:36 CET 2024

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
177	145	48	2	245416330	195.335518	84.32389	24491120	FR	19	39	57	75	97	125	157	201	279	363	551			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	109
3	109
4	125
5	120
6	148
7	128
8	125
9	146
10	152
11	161
12	151
13	148
14	177
15	152
16	138
17	172
18	146
19	1841
20	1950
21	1640
22	1289
23	1018
24	699
25	599
26	914
27	790
28	1210
29	1095
30	1239
31	1477
32	1737
33	2180
34	2547
35	2942
36	3184
37	3651
38	4173
39	4808
40	5467
41	5974
42	6444
43	7250
44	7702
45	8367
46	8973
47	10006
48	10780
49	11801
50	12527
51	13213
52	14321
53	14838
54	16094
55	16779
56	18003
57	18900
58	19668
59	21053
60	21903
61	23007
62	23872
63	24733
64	25835
65	26990
66	27668
67	28991
68	30608
69	31849
70	33237
71	34148
72	34860
73	36043
74	37173
75	38309
76	39363
77	40579
78	42203
79	43930
80	46020
81	46921
82	47894
83	48778
84	49667
85	50562
86	52376
87	53614
88	55928
89	58232
90	61124
91	64017
92	65421
93	65200
94	65036
95	66215
96	66562
97	66738
98	68965
99	70320
100	74430
101	78092
102	81950
103	84942
104	84843
105	85913
106	86004
107	87195
108	87705
109	89824
110	92090
111	93357
112	94917
113	95640
114	95441
115	95235
116	96272
117	97779
118	100173
119	102035
120	105371
121	110319
122	114787
123	117447
124	117572
125	117669
126	120256
127	121568
128	124626
129	127888
130	131151
131	138406
132	146128
133	151995
134	151196
135	147411
136	144570
137	142050
138	141287
139	142100
140	143706
141	147485
142	157033
143	167524
144	176361
145	180546
146	177762
147	176451
148	173575
149	172057
150	169101
151	165808
152	163011
153	160764
154	157729
155	154536
156	151453
157	149884
158	149084
159	149211
160	149304
161	148400
162	148201
163	145808
164	143958
165	143242
166	141597
167	141380
168	141385
169	140428
170	141548
171	140496
172	139026
173	137107
174	136255
175	134698
176	133610
177	132680
178	131406
179	130683
180	130663
181	129406
182	128477
183	125932
184	124175
185	123233
186	121268
187	120035
188	119383
189	118248
190	115953
191	115877
192	114193
193	112311
194	111688
195	110035
